battle_id,battle_name,battle_name_normalized,wikipedia_title,source_url,date_raw,start_date,end_date,year,century,date_parse_confidence,war_name,campaign_name,location_raw,location_normalized,latitude,longitude,present_day_country,result_raw,result_normalized,result_type,belligerent_1_raw,belligerent_2_raw,belligerent_3_raw,commander_side_a_raw,commander_side_b_raw,commander_side_c_raw,strength_side_a_raw,strength_side_b_raw,strength_side_c_raw,casualties_side_a_raw,casualties_side_b_raw,casualties_side_c_raw,strength_side_a_min,strength_side_a_max,strength_side_b_min,strength_side_b_max,casualties_side_a_min,casualties_side_a_max,casualties_side_b_min,casualties_side_b_max,page_type,page_type_confidence,classification_notes,acceptance_reason,battle_type,infobox_present,text_length,categories,list_page_origin,parent_list_page,discovery_root,source_family,extraction_confidence,notes,quarantine_reason,validation_status
battle_75917108,United Democratic Andean Revolutionary Front of Peru,United Democratic Andean Revolutionary Front of Peru,United Democratic Andean Revolutionary Front of Peru,https://en.wikipedia.org/wiki/United_Democratic_Andean_Revolutionary_Front_of_Peru,in 2017,2017-04-01,2017-04-01,2017,21,1.0,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,campaign_article,0.5,campaign signals,campaign signals | fallback wikitext extraction,campaign_like_engagement,True,1190,All articles with unsourced statements | All stub articles | Articles with short description | Articles with unsourced statements from March 2025 | CS1 Spanish-language sources (es) | Defunct left-wing political party alliances | Defunct political party alliances in Peru | Ethnocacerism | Guerrilla movements in Latin America | Internal conflict in Peru | Peruvian organisation stubs | Rebel alliances | Rebel groups in Peru | Short description matches Wikidata | United fronts | Use dmy dates from January 2024,List of wars: 1945–1989,List of wars: 1945–1989,Lists of battles,war_conflict_based,0.4,validated_rebuild_mode=wikitext,generic_category_signal|insufficient_source_evidence,quarantined
battle_69644666,2018 massacres in Benue and Kogi States,2018 massacres in Benue and Kogi States,2018 massacres in Benue and Kogi States,https://en.wikipedia.org/wiki/2018_massacres_in_Benue_and_Kogi_States,In 2018,2018-04-01,2018-04-01,2018,21,1.0,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,battle_article,0.33,battle-like title,battle-like title | fallback wikitext extraction,massacre,False,266,"2010s massacres in Nigeria | 2018 in Nigeria | All orphaned articles | All stub articles | Massacre stubs | Massacres in 2018 | Middle Belt, Nigeria | Nigeria history stubs | Orphaned articles from January 2022",Category:Massacre stubs,Category:Massacre stubs,Lists of battles,category_based,0.2,validated_rebuild_mode=wikitext,insufficient_source_evidence|no_infobox_and_no_result,quarantined
battle_1559537,Armoured warfare,Armoured warfare,Armoured warfare,https://en.wikipedia.org/wiki/Armoured_warfare,in 2018,2018-04-01,2018-04-01,2018,21,1.0,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,war_conflict_article,0.5,war/conflict title,war/conflict title | fallback wikitext extraction,war_conflict,False,55826,All articles to be expanded | All articles with unsourced statements | Armoured warfare | Articles containing German-language text | Articles to be expanded from September 2019 | Articles with short description | Articles with unsourced statements from August 2011 | Articles with unsourced statements from January 2013 | Articles with unsourced statements from March 2015 | Short description is different from Wikidata | Wikipedia indefinitely semi-protected pages,List of non-international armed conflicts | List of sieges | List of wars by death toll | Outline of war,List of non-international armed conflicts | List of sieges | List of wars by death toll | Outline of war,Lists of battles,battle_type_based | war_conflict_based,0.2,validated_rebuild_mode=wikitext,insufficient_source_evidence|no_infobox_and_no_result,quarantined
battle_56431953,Battle of Aden (2018),Battle of Aden,Battle of Aden (2018),https://en.wikipedia.org/wiki/Battle_of_Aden_%282018%29,28–31 January 2018 (),2018-04-28,2018-01-31,2018,21,1.0,"the Yemeni Civil War (2014–present), Saudi Arabian-led intervention in Yemen, Southern Transitional Council conflict, and the Aden unrest (2015–2019)",,"Aden, Yemen","Aden, Yemen",12.8,45.0333,,STC victory,Victory,victory,Yemen Yemen Army (Hadi government) Presidential Guard Flag of the Yemeni Congregation for Reform (al-Islah).svg Al-Islah Supported by: Saudi Arabia,Flag of South Yemen.svg Southern Transitional Council (STC) Southern Movement Southern Resistance Forces (SRF) Security Belt Forces Supported by: Kuwait (commandos SF) United Arab Emirates,,Yemen Abdrabbuh Mansur Hadi Yemen Ahmed Obeid bin Daghr Yemen Ali Mohsen al-Ahmar,Flag of South Yemen.svg Aidarus al-Zoubaidi Flag of South Yemen.svg Hani bin Braik Kuwait Aser Abdullah Al-Anezi,,,Kuwait: 30-60 commandos Thousands Hundreds of demonstrators,,250 killed 745 wounded,94 Yemenis killed 6 commandos wounded,"40 people killed (3 civilians) 222 wounded, and 40,000 without aid",,,30,60,250,745,6,94,battle_article,0.83,battle-like title | battle categories,battle-like title | battle categories | fallback wikitext extraction,land_battle,True,5823,2018 in Yemen | Aden in the Yemeni civil war (2014–present) | Articles with German-language sources (de) | Articles with short description | Battles in 2018 | Battles involving Yemen | Battles of the Yemeni civil war (2014–present) | CS1: unfit URL | CS1 French-language sources (fr) | CS1 German-language sources (de) | Coordinates on Wikidata | January 2018 in Yemen | Pages using gadget WikiMiniAtlas | Pages using military navigation subgroups without wide style | Separatism in Yemen | Short description is different from Wikidata | Use dmy dates from February 2018,List of battles in the 21st century,List of battles in the 21st century,Lists of battles,period_based,1.0,validated_rebuild_mode=wikitext,start_after_end,quarantined
battle_56624731,Battle of Al-Masini Valley,Battle of Al-Masini Valley,Battle of Al-Masini Valley,https://en.wikipedia.org/wiki/Battle_of_Al-Masini_Valley,17–18 February 2018 (),2018-04-17,2018-02-18,2018,21,1.0,"the Yemeni Civil War (2014–present), the Saudi Arabian-led intervention in Yemen, and Hadramaut Insurgency",,"Masini valley, Hadramaut Governorate, Yemen","Masini valley, Hadramaut Governorate, Yemen",14.665,48.9,,Coalition victory Al-Masini Valley cleared of AQAP,Victory,victory,ShababFlag.svg al-Qaeda in the Arabian Peninsula,Yemen Hadrami Elite Force United Arab Emirates,,Unknown,Yemen Faraj al-Bahsani,,Unknown,Unknown,,19 killed,8 killed,,,,,,19,19,8,8,battle_article,0.83,battle-like title | battle categories,battle-like title | battle categories | fallback wikitext extraction,land_battle,True,2375,2018 in Yemen | Articles with short description | Battles in 2018 | Battles involving Yemen | Battles of the Yemeni civil war (2014–present) | CS1 Arabic-language sources (ar) | Coordinates on Wikidata | Hadhramaut Governorate in the Yemeni civil war (2014–present) | Pages using gadget WikiMiniAtlas | Pages using military navigation subgroups without wide style | Short description is different from Wikidata,,,,,1.0,validated_rebuild_mode=wikitext,start_after_end,quarantined
battle_56536344,Battle of Khasham,Battle of Khasham,Battle of Khasham,https://en.wikipedia.org/wiki/Battle_of_Khasham,7–8 February 2018 (1 day),2018-04-07,2018-02-08,2018,21,1.0,the 2017–2019 Deir ez-Zor campaign of the Syrian civil war,,"near Khasham, Deir ez-Zor Governorate, Syria","near Khasham, Deir ez-Zor Governorate, Syria",35.33611111,40.30944444,,United States and SDF victory,Victory,victory,United States Flag of Syrian Democratic Forces.svg Syrian Democratic Forces,Syria Syrian Arab Republic Liwa Zainebiyoun infobox flag.png Liwa Zainebiyoun RUS Wagner Group The Other Russia flagicon.svg Interbrigades,,United States Jim Mattis United States Paul E. Funk II United States Jeffrey L. Harrigian United States Jonathan P. Braga,Unknown,,40 American troops US aircraft and artillery F-22 fighter jets F-15E strike fighters B-52 bombers AC-130 gunships AH-64 Apache attack helicopters MQ-9 Reaper unmanned combat aerial vehicles RQ-7B Shadow unmanned aerial vehicles M777 howitzer artillery M142 HIMARS rocket artillery,"500 Syrian and Russian troops 27 total vehicles, including T-72 tanks",,United States None Flag of Syrian Democratic Forces.svg 1 SDF fighter wounded,"Syrian claim: 55 killed U.S. claim: Approximately 100–200 killed SOHR claim: 68 killed Unofficial Russian claims: 80–100 killed, 200 wounded University of Southern Denmark: 65–200 Russians killed51–53 BBC News Russian: 80 Russians killed",,9,130,27,500,1,1,53,200,battle_article,0.83,battle-like title | battle categories | campaign signals,battle-like title | battle categories | campaign signals | fallback wikitext extraction,land_battle,True,26278,2018 in American politics | 2018 in Russian politics | All Wikipedia articles written in American English | All articles with failed verification | All articles with unsourced statements | American airstrikes during the Syrian civil war | Articles containing German-language text | Articles with failed verification from March 2023 | Articles with short description | Articles with unsourced statements from November 2018 | Battles involving the Wagner Group | Battles of the Syrian civil war in 2018 | CS1 Russian-language sources (ru) | CS1 maint: bot: original URL status unknown | Coordinates on Wikidata | Deir ez-Zor Governorate in the Syrian civil war | February 2018 in Syria | Military operations of the Syrian civil war involving Russia | Military operations of the Syrian civil war involving the Syrian Democratic Forces | Military operations of the Syrian civil war involving the Syrian government | Military operations of the Syrian civil war involving the United States | Pages using gadget WikiMiniAtlas | Russia–United States military relations | Short description is different from Wikidata | Use American English from December 2025 | Use dmy dates from July 2025 | Wagner Group activities in Syria | Webarchive template wayback links,List of battles in the 21st century,List of battles in the 21st century,Lists of battles,period_based,1.0,validated_rebuild_mode=wikitext,start_after_end,quarantined
battle_56611372,Comprehensive Operation – Sinai 2018,Comprehensive Operation – Sinai 2018,Comprehensive Operation – Sinai 2018,https://en.wikipedia.org/wiki/Comprehensive_Operation_%E2%80%93_Sinai_2018,Sinai 2018,,,2018,21,0.5,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,operation_article,0.83,battle-like title | battle categories | campaign signals | war/conflict categories,battle-like title | battle categories | campaign signals | war/conflict categories | fallback wikitext extraction,operation,False,5060,2018 in Egypt | 2018 mass murders | 21st-century military operations | Abdel Fattah el-Sisi | Articles containing Arabic-language text | Articles with short description | Conflicts in 2018 | Military operations involving Egypt | Short description matches Wikidata | Sinai insurgency | Terrorism in Egypt,List of battles in the 21st century,List of battles in the 21st century,Lists of battles,period_based,0.2,validated_rebuild_mode=wikitext,insufficient_source_evidence|no_infobox_and_no_result,quarantined
battle_50549866,Lüne,Lüne,Lüne,https://en.wikipedia.org/wiki/L%C3%BCne,Pohl 2018,,,2018,21,0.5,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,battle_article,0.5,battle categories | war/conflict categories,battle categories | war/conflict categories | fallback wikitext extraction,land_battle,False,3372,790s conflicts | 8th century in Francia | 8th century in Germany | Articles containing Latin-language text | Charlemagne | Old Saxony,,,,,0.2,validated_rebuild_mode=wikitext,insufficient_source_evidence|no_infobox_and_no_result,quarantined
battle_61222807,Professional wargaming,Professional wargaming,Professional wargaming,https://en.wikipedia.org/wiki/Professional_wargaming,June 2018,2018-06-01,2018-06-01,2018,21,1.0,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,war_conflict_article,0.5,war/conflict title,war/conflict title | fallback wikitext extraction,war_conflict,False,36587,Articles containing German-language text | Articles with short description | CS1 German-language sources (de) | Combat modeling | Military exercises and wargames | Short description is different from Wikidata | Wargames,List of non-international armed conflicts | List of sieges | List of wars by death toll | Outline of war,List of non-international armed conflicts | List of sieges | List of wars by death toll | Outline of war,Lists of battles,battle_type_based | war_conflict_based,0.2,validated_rebuild_mode=wikitext,insufficient_source_evidence|no_infobox_and_no_result,quarantined
battle_56873784,Southern Damascus offensive (March 2018),Southern Damascus offensive,Southern Damascus offensive (March 2018),https://en.wikipedia.org/wiki/Southern_Damascus_offensive_%28March_2018%29,12–20 March 2018 (),2018-04-12,2018-03-20,2018,21,1.0,the Syrian Civil War and the inter-rebel conflict during the Syrian Civil War,,"al-Qadam, Syria","al-Qadam, Syria",,,,,,unknown,Islamic State of Iraq and the Levant Islamic State of Iraq and the Levant,Syria Syrian Arab Republic Syrian Armed Forces Flag.svg Syrian Armed Forces Flag of Palestine.svg Palestinian People's Party Flag of Palestine.svg Free Palestine Movement ---- Syrian opposition Free Syrian Army (12 March only) InfoboxHTS.svg Hay'at Tahrir al-Sham (12 March only),,Unknown,Syria Unknown Flag of Palestine.svg Nidal Darwish,,"1,500–2,500",Unknown,,17 killed,Syria 116 killed (per SOHR) Syria 175 killed (per ISIL),1 civilian killed,1500,2500,,,17,17,116,175,operation_article,0.83,battle-like title | battle categories | campaign signals,battle-like title | battle categories | campaign signals | fallback wikitext extraction,operation,True,4184,All articles needing additional references | All articles with unsourced statements | Articles needing additional references from November 2018 | Articles with short description | Articles with unsourced statements from May 2020 | Battles of the Syrian civil war in 2018 | Damascus in the Syrian civil war | February 2018 in Syria | January 2018 in Syria | Military operations of the Syrian civil war involving Tahrir al-Sham | Military operations of the Syrian civil war involving the Islamic State of Iraq and the Levant | Short description matches Wikidata,List of battles in the 21st century,List of battles in the 21st century,Lists of battles,period_based,1.0,validated_rebuild_mode=wikitext,start_after_end,quarantined
battle_80988870,2019 SEAL Team Six operation in North Korea,2019 SEAL Team Six operation in North Korea,2019 SEAL Team Six operation in North Korea,https://en.wikipedia.org/wiki/2019_SEAL_Team_Six_operation_in_North_Korea,"September 5, 2025",2025-09-05,2025-09-05,2025,21,1.0,,,,,,,,Mission aborted after being detected by a North Korean boat,Unknown,unknown,,,,,,,,,,,,,,,,,,,,,operation_article,0.83,battle-like title | battle categories | campaign signals,battle-like title | battle categories | campaign signals | fallback wikitext extraction,operation,True,3170,2019 in North Korea | 2019 in international relations | 2019 military operations | 2025 controversies in the United States | 2025 in international relations | All Wikipedia articles written in American English | Articles with short description | Extrajudicial killings by the United States military | February 2019 in Asia | First presidency of Donald Trump | North Korea–United States relations | Operations involving special operations forces of the United States | SEAL Team Six | Second Trump administration controversies | Short description is different from Wikidata | Surveillance scandals | United States Navy in the 21st century | Use American English from September 2025 | Use mdy dates from September 2025,List of battles in the 21st century | List of naval battles,List of battles in the 21st century | List of naval battles,Lists of battles,battle_type_based | period_based,0.6,validated_rebuild_mode=wikitext,insufficient_source_evidence,quarantined
battle_3369375,Cyberwarfare,Cyberwarfare,Cyberwarfare,https://en.wikipedia.org/wiki/Cyberwarfare,5 May 2019,2019-05-05,2019-05-05,2019,21,1.0,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,war_conflict_article,0.5,war/conflict title,war/conflict title | fallback wikitext extraction,land_battle,False,71216,All articles with dead external links | Articles with dead external links from April 2021 | Articles with short description | CS1 German-language sources (de) | CS1 maint: deprecated archival service | Commons category link from Wikidata | Computer security procedures | Computing terminology | Cybercrime | Cyberwarfare | Hacking (computer security) | Hazards | Information sensitivity | Mass intelligence-gathering systems | Military intelligence collection | Military technology | National security | Sabotage | Security engineering | Short description is different from Wikidata | Social engineering (security) | Use dmy dates from October 2020 | Warfare by type | Webarchive template archiveis links | Webarchive template wayback links | Wikipedia articles needing page number citations from November 2013,List of non-international armed conflicts | List of sieges | List of wars by death toll | Outline of war,List of non-international armed conflicts | List of sieges | List of wars by death toll | Outline of war,Lists of battles,battle_type_based | war_conflict_based,0.2,validated_rebuild_mode=wikitext,insufficient_source_evidence|no_infobox_and_no_result,quarantined
battle_73950220,Gonja-Mamprusi conflict,Gonja-Mamprusi conflict,Gonja-Mamprusi conflict,https://en.wikipedia.org/wiki/Gonja-Mamprusi_conflict,August 2019 -,2019-08-01,2019-04-01,2019,21,1.0,,,"Savannah Region, Ghana","Savannah Region, Ghana",,,,,,unknown,Gonja people,Mamprusi people,,,,,,,,,,"10+ deaths, 34 houses burned",,,,,,,,,war_conflict_article,0.83,battle categories | war/conflict title | war/conflict categories | biography categories,battle categories | war/conflict title | war/conflict categories | biography categories | fallback wikitext extraction,war_conflict,True,1157,2019 in Ghana | Articles with short description | Conflicts in Ghana | Mamprusi people | Short description is different from Wikidata,List of conflicts in Africa,List of conflicts in Africa,Lists of battles,war_conflict_based,0.6,validated_rebuild_mode=wikitext,start_after_end,quarantined
battle_59556099,National Front for Liberation–Tahrir al-Sham conflict,National Front for Liberation–Tahrir al-Sham conflict,National Front for Liberation–Tahrir al-Sham conflict,https://en.wikipedia.org/wiki/National_Front_for_Liberation%E2%80%93Tahrir_al-Sham_conflict,1–10 January 2019 (),2019-04-01,2019-01-10,2019,21,1.0,Idlib demilitarization and the inter-rebel conflict and Russian military intervention in the Syrian Civil War,,Northwestern Syria Idlib Governorate Western Aleppo Governorate Northwestern Hama Governorate,Northwestern Syria Idlib Governorate Western Aleppo Governorate Northwestern Hama Governorate,,,,Decisive Hayat Tahrir al-Sham victory,Victory,decisive_victory,Flag_of_the_Syrian_Salvation_Government.svg Syrian Salvation Government,WataniaTahrirFlag.svg National Front for Liberation Syrian opposition Syrian Interim Government ---- Russia (4 Jan.),,Ahmed al-Sharaa (Emir of Hayat Tahrir al-Sham),"Syrian oppositionAl-Liwaa.svg Tawfiq Shahabuddin (Leader of the Nour al-Din al-Zenki Movement) Syrian oppositionFlag of the Jaysh al-Nasr.svg Cpt. Muammar Khattab (Jaysh al-Nasr commander) Syrian oppositionFlag of the Jaysh al-Nasr.svg ""Abu Bassam"" Duraid al-Najm (Jaysh al-Nasr commander)",,,,,68 killed 13 captured,61 killed 10 captured,8 civilians killed,,,,,13,68,10,61,war_conflict_article,0.83,battle categories | campaign signals | war/conflict title | war/conflict categories,battle categories | campaign signals | war/conflict title | war/conflict categories | fallback wikitext extraction,campaign_like_engagement,True,9439,Aleppo Governorate in the Syrian civil war | All articles lacking reliable references | All articles with dead external links | All articles with unsourced statements | Articles lacking reliable references from April 2019 | Articles lacking reliable references from February 2019 | Articles lacking reliable references from January 2019 | Articles with dead external links from December 2024 | Articles with dead external links from March 2023 | Articles with permanently dead external links | Articles with short description | Articles with unsourced statements from January 2019 | CS1 maint: deprecated archival service | Conflicts in 2019 | Hama Governorate in the Syrian civil war | Idlib Governorate in the Syrian civil war | January 2019 in Syria | Military operations of the Syrian civil war in 2019 | Military operations of the Syrian civil war involving Ahrar al-Sham | Military operations of the Syrian civil war involving Russia | Military operations of the Syrian civil war involving Tahrir al-Sham | Military operations of the Syrian civil war involving the Free Syrian Army | Short description matches Wikidata,List of battles in the 21st century,List of battles in the 21st century,Lists of battles,period_based,1.0,validated_rebuild_mode=wikitext,start_after_end,quarantined
battle_61972997,Ninja cops of the Philippine drug war,Ninja cops of the Philippine drug war,Ninja cops of the Philippine drug war,https://en.wikipedia.org/wiki/Ninja_cops_of_the_Philippine_drug_war,In 2019,2019-04-01,2019-04-01,2019,21,1.0,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,war_conflict_article,0.5,war/conflict title,war/conflict title | fallback wikitext extraction,war_conflict,False,5675,Articles containing Filipino-language text | Articles with short description | Corruption in the Philippines | Illegal drug trade in the Philippines | Law enforcement controversies in the Philippines | Philippine drug war | Presidency of Bongbong Marcos | Presidency of Rodrigo Duterte | Short description matches Wikidata | Use mdy dates from June 2023,List of wars: 2003–2019,List of wars: 2003–2019,Lists of battles,war_conflict_based,0.2,validated_rebuild_mode=wikitext,insufficient_source_evidence|no_infobox_and_no_result,quarantined
battle_61322823,Sonbhadra massacre,Sonbhadra massacre,Sonbhadra massacre,https://en.wikipedia.org/wiki/Sonbhadra_massacre,17 July 2019,2019-07-17,2019-07-17,2019,21,1.0,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,battle_article,0.33,battle-like title,battle-like title | fallback wikitext extraction,massacre,False,1294,All Wikipedia articles written in Indian English | All articles needing coordinates | All orphaned articles | All stub articles | Articles missing coordinates without coordinates on Wikidata | Articles with short description | Crime stubs | Massacre stubs | Massacres in India | Orphaned articles from March 2024 | Short description matches Wikidata | Sonbhadra district | Use Indian English from February 2020 | Use dmy dates from February 2020 | Uttar Pradesh articles missing geocoordinate data | Uttar Pradesh stubs,Category:Massacre stubs,Category:Massacre stubs,Lists of battles,category_based,0.2,validated_rebuild_mode=wikitext,insufficient_source_evidence|no_infobox_and_no_result,quarantined
battle_66093411,2020 Dungan–Kazakh ethnic clashes,2020 Dungan–Kazakh ethnic clashes,2020 Dungan–Kazakh ethnic clashes,https://en.wikipedia.org/wiki/2020_Dungan%E2%80%93Kazakh_ethnic_clashes,5–8 February 2020,2020-04-05,2020-02-08,2020,21,1.0,the ethnic conflicts in Kazakhstan,,"Masanchi, Korday District, Kazakhstan","Masanchi, Korday District, Kazakhstan",,,,,,unknown,,,,,,,,,,,,,,,,,,,,,battle_article,0.5,battle categories | war/conflict categories,battle categories | war/conflict categories | fallback wikitext extraction,land_battle,True,9462,2020 in Kazakhstan | All articles with unsourced statements | Anti-Chinese sentiment | Articles with short description | Articles with unsourced statements from May 2021 | CS1 Kazakh-language sources (kk) | CS1 Russian-language sources (ru) | Conflicts in 2020 | Dungan | Ethnic conflicts | Ethnic conflicts in Kazakhstan | Short description matches Wikidata | Social history of Kazakhstan | Use dmy dates from December 2020,List of conflicts in Asia,List of conflicts in Asia,Lists of battles,war_conflict_based,0.8,validated_rebuild_mode=wikitext,start_after_end,quarantined
battle_4331,Book of Joshua,Book of Joshua,Book of Joshua,https://en.wikipedia.org/wiki/Book_of_Joshua,Killebrew 2020,,,2020,21,0.5,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,war_conflict_article,0.33,war/conflict categories,war/conflict categories | fallback wikitext extraction,land_battle,False,33554,6th-century BC books | 7th-century BC books | All pages needing factual verification | Articles containing Ancient Greek (to 1453)-language text | Articles containing Hebrew-language text | Articles containing Latin-language text | Articles with LibriVox links | Articles with short description | Book of Joshua | CS1 French-language sources (fr) | CS1 Hebrew-language sources (he) | Commons category link from Wikidata | Cultural depictions of Joshua | Historical books | Nevi'im | Non-fiction books about genocide | Pages using sidebar with the child parameter | Phoenicians in the Hebrew Bible | Short description matches Wikidata | Wars of ancient Israel | Wikipedia articles needing factual verification from July 2025,,,,,0.2,validated_rebuild_mode=wikitext,insufficient_source_evidence|no_infobox_and_no_result,quarantined
battle_122291,"Edwards, Mississippi","Edwards, Mississippi","Edwards, Mississippi",https://en.wikipedia.org/wiki/Edwards%2C_Mississippi,of the 2020,2020-04-01,2020-04-01,2020,21,1.0,,,,,32.33083333,-90.60416667,,,,unknown,,,,,,,,,,,,,,,,,,,,,war_conflict_article,0.5,war/conflict title,war/conflict title | fallback wikitext extraction,land_battle,True,4640,"1830s establishments in Mississippi | All Wikipedia articles written in American English | All articles with dead external links | Articles with dead external links from August 2025 | Articles with permanently dead external links | Articles with short description | CS1 maint: deprecated archival service | Commons category link from Wikidata | Coordinates on Wikidata | Pages using gadget WikiMiniAtlas | Populated places established in the 1830s | Short description is different from Wikidata | Towns in Hinds County, Mississippi | Use American English from June 2025 | Use mdy dates from January 2025",List of costliest American Civil War land battles,List of costliest American Civil War land battles,Lists of battles,war_conflict_based,0.4,validated_rebuild_mode=wikitext,insufficient_source_evidence,quarantined
battle_8766794,Encirclement campaigns (Chinese Civil War),Encirclement campaigns,Encirclement campaigns (Chinese Civil War),https://en.wikipedia.org/wiki/Encirclement_campaigns_%28Chinese_Civil_War%29,Opper 2020,,,2020,21,0.5,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,war_conflict_article,0.83,battle-like title | battle categories | campaign signals | war/conflict title,battle-like title | battle categories | campaign signals | war/conflict title | fallback wikitext extraction,campaign_like_engagement,False,1108,Articles with short description | Campaigns of the Chinese Civil War (1927–1937) | Encirclement campaigns (Chinese Civil War) | Short description is different from Wikidata,List of conflicts in Asia,List of conflicts in Asia,Lists of battles,war_conflict_based,0.2,validated_rebuild_mode=wikitext,insufficient_source_evidence|no_infobox_and_no_result,quarantined
battle_70233475,New generation warfare,New generation warfare,New generation warfare,https://en.wikipedia.org/wiki/New_generation_warfare,Bowman 2020,,,2020,21,0.5,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,war_conflict_article,0.5,campaign signals | war/conflict title,campaign signals | war/conflict title | fallback wikitext extraction,war_conflict,False,33304,2013 in military history | 2013 introductions | All Wikipedia articles needing clarification | All accuracy disputes | All articles with unsourced statements | Articles containing Russian-language text | Articles with disputed statements from August 2025 | Articles with short description | Articles with unsourced statements from August 2025 | Articles with unsourced statements from March 2022 | Articles with unsourced statements from November 2022 | CS1: unfit URL | CS1 Russian-language sources (ru) | CS1 maint: archived copy as title | Disinformation in the Russo-Ukrainian war | Information operations and warfare | Military theory | Political science | Propaganda techniques using information | Psychological warfare techniques | Short description matches Wikidata | Use shortened footnotes from May 2025 | Warfare by type | Webarchive template wayback links | Wikipedia articles needing clarification from August 2025 | Wikipedia articles needing clarification from December 2024 | Wikipedia articles needing page number citations from October 2023,List of non-international armed conflicts | List of sieges | List of wars by death toll | Outline of war,List of non-international armed conflicts | List of sieges | List of wars by death toll | Outline of war,Lists of battles,battle_type_based | war_conflict_based,0.2,validated_rebuild_mode=wikitext,insufficient_source_evidence|no_infobox_and_no_result,quarantined
battle_71917317,People's Anti-Fascist Front,People's Anti-Fascist Front,People's Anti-Fascist Front,https://en.wikipedia.org/wiki/People%27s_Anti-Fascist_Front,in 2020,2020-04-01,2020-04-01,2020,21,1.0,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,campaign_article,0.5,campaign signals,campaign signals | fallback wikitext extraction,campaign_like_engagement,True,2947,2020 establishments in Pakistan | All Wikipedia articles written in Indian English | Anti-Hindu violence in Kashmir | Articles with short description | Jihadist groups in Jammu and Kashmir | Jihadist groups in Pakistan | Kashmir separatist movement | Lashkar-e-Taiba | Organisations designated as terrorist by India | Organizations based in Asia designated as terrorist | Organizations established in 2020 | Paramilitary organisations based in Pakistan | Short description matches Wikidata | Use Indian English from March 2023 | Use dmy dates from March 2023 | Wikipedia extended-confirmed-protected pages,List of wars: 1945–1989,List of wars: 1945–1989,Lists of battles,war_conflict_based,0.4,validated_rebuild_mode=wikitext,generic_category_signal|insufficient_source_evidence,quarantined
battle_76420166,Siege of Farabougou,Siege of Farabougou,Siege of Farabougou,https://en.wikipedia.org/wiki/Siege_of_Farabougou,"October 6–22, 2020",2020-10-06,2020-04-22,2020,21,1.0,Mali War,,"Farabougou, Niono Cercle, Mali","Farabougou, Niono Cercle, Mali",,,,Malian victory,Victory,victory,Bambara dozos Mali Mali,ISIS Fulani militants associated with Katiba Macina and JNIM,,Abdoulaye Coulibaly Assimi Goita Didier Dembele,Unknown,,,,,10+ dozos killed,Unknown,"10+ civilians killed, 30+ kidnapped 2,000 civilians fled",,,,,10,10,,,battle_article,0.33,battle-like title,battle-like title | fallback wikitext extraction,siege,True,9378,,List of sieges,List of sieges,Lists of battles,battle_type_based,1.0,validated_rebuild_mode=wikitext,start_after_end,quarantined
battle_70984954,Battle of Doctor Coss,Battle of Doctor Coss,Battle of Doctor Coss,https://en.wikipedia.org/wiki/Battle_of_Doctor_Coss,13-14 March 2021 (1 day),2021-04-13,2021-03-14,2021,21,1.0,the Mexican drug war,,"Doctor Coss, Nuevo León, Mexico","Doctor Coss, Nuevo León, Mexico",,,,Gulf Cartel victory,Victory,victory,Cártel del Golfo logo.png Gulf Cartel,Cartel del Noreste CDN logo.png Cártel del Noreste,,,,,,,,None,10 killed and 5 Narco tanks destroyed,,,,,,,,5,10,battle_article,0.83,battle-like title | battle categories | war/conflict categories,battle-like title | battle categories | war/conflict categories | fallback wikitext extraction,land_battle,True,2501,All articles needing coordinates | All stub articles | Articles containing Spanish-language text | Articles missing coordinates without coordinates on Wikidata | Articles with short description | Battles in 2021 | Battles of the Mexican drug war | CS1 Spanish-language sources (es) | Crime stubs | Gulf Cartel | Los Zetas | Mexican history stubs | Nuevo León articles missing geocoordinate data | Organized crime conflicts in Mexico | Short description matches Wikidata,List of battles in the 21st century,List of battles in the 21st century,Lists of battles,period_based,1.0,validated_rebuild_mode=wikitext,start_after_end,quarantined
