battle_id,battle_name,battle_name_normalized,wikipedia_title,source_url,date_raw,start_date,end_date,year,century,date_parse_confidence,war_name,campaign_name,location_raw,location_normalized,latitude,longitude,present_day_country,result_raw,result_normalized,result_type,belligerent_1_raw,belligerent_2_raw,belligerent_3_raw,commander_side_a_raw,commander_side_b_raw,commander_side_c_raw,strength_side_a_raw,strength_side_b_raw,strength_side_c_raw,casualties_side_a_raw,casualties_side_b_raw,casualties_side_c_raw,strength_side_a_min,strength_side_a_max,strength_side_b_min,strength_side_b_max,casualties_side_a_min,casualties_side_a_max,casualties_side_b_min,casualties_side_b_max,page_type,page_type_confidence,classification_notes,acceptance_reason,battle_type,infobox_present,text_length,categories,list_page_origin,parent_list_page,discovery_root,source_family,extraction_confidence,notes,removal_reason,validation_status
battle_5107854,Austrian Army during the French Revolutionary and Napoleonic Wars,Austrian Army during the French Revolutionary and Napoleonic Wars,Austrian Army during the French Revolutionary and Napoleonic Wars,https://en.wikipedia.org/wiki/Austrian_Army_during_the_French_Revolutionary_and_Napoleonic_Wars,in 1806,1806-04-01,1806-04-01,1806.0,19.0,1.0,,,,,,,,,,unknown,,,,"Arms of Leopold II and Francis II, Holy Roman Emperors-Or shield variant.svg Holy Roman Emperor Francis II",,,,,,,,,,,,,,,,,war_conflict_article,0.83,war/conflict title | war/conflict categories | non-battle military hints,war/conflict title | war/conflict categories | non-battle military hints | fallback wikitext extraction,war_conflict,True,20943,1804 establishments in the Austrian Empire | Armies of Napoleonic Wars | Articles containing French-language text | Articles containing German-language text | Articles with short description | Austria-Hungary–France relations | Austria–France relations | CS1 German-language sources (de) | Military history of Austria | Military history of Austria-Hungary | Military units and formations established in 1804 | Short description is different from Wikidata | Short description matches Wikidata,List of battles 1801–1900,List of battles 1801–1900,Lists of battles,list_misc,0.6,recovery_mode=fallback_wikitext,generic_category_signal,removed_false_positive
battle_35783355,Army of the Duchy of Warsaw,Army of the Duchy of Warsaw,Army of the Duchy of Warsaw,https://en.wikipedia.org/wiki/Army_of_the_Duchy_of_Warsaw,In 1808,1808-04-01,1808-04-01,1808.0,19.0,1.0,,,,,,,,"[ 3 ] The final recruitment phase was that in the fall and winter of 1813, when the duchy was trying to rally to its own defense in the aftermath of Napoleon's defeat in Russia .",Defeat,defeat,,,,,,,,,,,,,,,,,,,,,war_conflict_article,0.83,war/conflict title | war/conflict categories | non-battle military hints,war/conflict title | war/conflict categories | non-battle military hints,war_conflict,False,10544,Articles_with_short_description | Short_description_matches_Wikidata | Commons_category_link_is_on_Wikidata | Poland_in_the_Napoleonic_Wars | Military_units_and_formations_established_in_1807 | Military_units_and_formations_disestablished_in_1814 | Duchy_of_Warsaw | Former_armies_by_country | Armies_of_Napoleonic_Wars,List of battles 1801–1900,List of battles 1801–1900,Lists of battles,list_misc,0.4,,generic_category_signal|no_event_specific_fields,removed_false_positive
battle_9502317,Hungarian Revolution of 1848,Hungarian Revolution of 1848,Hungarian Revolution of 1848,https://en.wikipedia.org/wiki/Hungarian_Revolution_of_1848,"15 March 1848 – 4 October 1849 (1 year, 6 months, and 19 days)",1848-03-15,1849-10-04,1848.0,19.0,1.0,the Revolutions of 1848,,"Kingdom of Hungary , Austrian Empire","Kingdom of Hungary , Austrian Empire",,,,Austro-Russian victory,Victory,victory,Austrian Empire Kingdom of Croatia Serbian Vojvodina Serbian volunteers Pro-Habsburg Hungarians Slovak National Council Transylvanian Romanians Transylvanian Saxons Supreme Ruthenian Council Czech and Moravian volunteers Russian Empire Grand Duchy of Finland [ 1 ],Kingdom of Hungary Hungarian State (14 April – 13 August 1849) Legions of the revolutionaries from German states Polish legions Italian legions Székelys Hungarian Jews Hungarian Germans Hungarian Slovenes Pro-Hungarian Slovaks Pro-Hungarian Romanians Pro-Hungarian Serbs Pro-Hungarian Rusyns Zipser Saxons Croats from Western Hungary and Muraköz Šokac and Bunjevac people Banat Bulgarians,,Franz Joseph I (after 2 December 1848) Ferdinand I (before 2 December 1848) Alfred I of Windisch-Grätz Ludwig von Welden Julius Jacob von Haynau Franz Schlik Karl von Urban Josip Jelačić Stevan Knićanin Ľudovít Štúr Avram Iancu Hryhory Yakhymovych Nicholas I Ivan Paskevich,Lajos Kossuth Lajos Batthyány Artúr Görgey ( POW ) György Klapka János Damjanich Lajos Aulich Henryk Dembiński Józef Bem Józef Wysocki,,"170,000 men from the Austrian Empire, and 200,000 men from the Russian Empire [ 2 ]","Beginning of 1849: 170,000 men [ 3 ]",,"16,600 killed or wounded [ 4 ] 14,200 prisoners [ 4 ] 41,000 dead of disease [ 4 ] 903 killed [ 4 ] 1,585 wounded [ 4 ] 13,554 dead of disease [ 4 ] Total casualties: 87 842","45,000 dead from all causes [ 4 ]",,2.0,200000.0,3.0,170000.0,4.0,41000.0,4.0,45000.0,battle_article,0.67,battle infobox structure,battle infobox structure,uprising,True,118060,Webarchive_template_wayback_links | CS1_maint:_bot:_original_URL_status_unknown | CS1:_unfit_URL | Wikipedia_articles_incorporating_a_citation_from_the_1911_Encyclopaedia_Britannica_with_Wikisource_reference | Wikipedia_articles_incorporating_text_from_the_1911_Encyclopædia_Britannica | Pages_with_missing_ISBNs | Wikipedia_articles_needing_page_number_citations_from_March_2024 | CS1_Hungarian-language_sources_(hu) | CS1:_long_volume_value | CS1_maint:_archived_copy_as_title | Harv_and_Sfn_no-target_errors | CS1_errors:_missing_title | CS1_errors:_bare_URL | Articles_with_Hungarian-language_sources_(hu) | Articles_with_short_description | Short_description_is_different_from_Wikidata | Wikipedia_extended-confirmed-protected_pages | Articles_that_may_be_too_long_from_January_2026 | All_articles_that_may_be_too_long | Articles_needing_additional_references_from_December_2023 | All_articles_needing_additional_references | Articles_with_multiple_maintenance_issues | Articles_containing_Hungarian-language_text | All_articles_with_unsourced_statements | Articles_with_unsourced_statements_from_January_2014 | Articles_with_unsourced_statements_from_May_2016 | All_articles_with_specifically_marked_weasel-worded_phrases | Articles_with_specifically_marked_weasel-worded_phrases_from_July_2011 | Articles_needing_additional_references_from_March_2020 | Articles_with_unsourced_statements_from_February_2023 | Articles_with_specifically_marked_weasel-worded_phrases_from_November_2025 | Articles_with_unsourced_statements_from_March_2015 | Wikipedia_articles_with_style_issues_from_January_2026 | All_articles_with_style_issues | Articles_needing_additional_references_from_January_2026 | All_articles_with_minor_POV_problems | Articles_with_minor_POV_problems_from_January_2026 | Articles_with_unsourced_statements_from_January_2026 | Articles_with_unsourced_statements_from_December_2012 | Articles_with_specifically_marked_weasel-worded_phrases_from_January_2014 | Commons_category_link_is_on_Wikidata | Hungarian_Revolution_of_1848 | Wars_involving_Hungary | Revolutions_of_1848_in_the_Austrian_Empire | Revolutions_in_Hungary | Hungarian_nationalism | Political_movements_in_the_Austrian_Empire | 1848_in_Hungary | 1849_in_Hungary | 1848_in_the_Austrian_Empire | 1849_in_the_Austrian_Empire | Rebellions_against_the_Austrian_Empire,List of battles (alphabetical) | List of conflicts in Europe,List of battles (alphabetical) | List of conflicts in Europe,Lists of battles,list_misc | war_conflict_based,1.0,,generic_category_signal,removed_false_positive
battle_80895,Taiping Rebellion,Taiping Rebellion,Taiping Rebellion,https://en.wikipedia.org/wiki/Taiping_Rebellion,December 1850 – August 1864,1850-12-01,1864-08-01,1850.0,19.0,1.0,the Century of Humiliation,,China,China,,,,Qing victory,Victory,victory,"Qing dynasty
Later stages:
Second French Empire
United Kingdom of Great Britain and Ireland","Taiping Heavenly Kingdom
Co-belligerents:
Nian rebels
Red Turban rebels (Tiandihui)
Small Swords Society
Miao rebels
Black Flag Army",,"Qing dynasty Xianfeng Emperor
Qing dynasty Empress Dowager Cixi
Qing dynasty Zeng Guofan
Qing dynasty Qishan
Qing dynasty Sengge Rinchen
Qing dynasty Guanwen
Qing dynasty Li Hongzhang
Qing dynasty Luo Bingzhang
Qing dynasty Jirhangga
Qing dynasty Zuo Zongtang
Qing dynasty Zhang Guoliang
Qing dynasty He Chun
Qing dynasty Xiang Rong
United States Frederick Townsend Ward
Second French Empire Auguste Protet
United Kingdom of Great Britain and Ireland Charles George Gordon
United Kingdom of Great Britain and Ireland Hampden Clement Blamire Moody","Hong Xiuquan
Hong Tianguifu
Hong Xuanjiao
Yang Xiuqing
Feng Yunshan
Xiao Chaogui
Wei Changhui
Hong Rengan
Shi Dakai
Li Xiucheng
Chen Yucheng
Li Shixian
Qin Rigang
Co-commanders:
Zhang Lexing (Nian rebels)
Su Sanniang (Nian rebels)
Qiu Ersao (Red Turban rebels)
Liu Yongfu (Black Flag Army)",,,,10 million (all combatants involved)Heath 1994,,,Total dead: 20–30 millionPlatt 2012,,,,,,,,,war_conflict_article,0.83,battle-like title | war/conflict title | war/conflict categories,battle-like title | war/conflict title | war/conflict categories | fallback wikitext extraction,uprising,True,44760,1850 in China | 1851 in China | 1852 in China | 1853 in China | 1854 in China | 1855 in China | 1856 in China | 1857 in China | 1858 in China | 1859 in China | 1860 in China | 1861 in China | 1862 in China | 1863 in China | 1864 in China | 19th-century rebellions | 19th century in China | All articles needing additional references | All articles with specifically marked weasel-worded phrases | All articles with unsourced statements | Articles containing Chinese-language text | Articles needing additional references from February 2026 | Articles with Encyclopædia Britannica links | Articles with multiple maintenance issues | Articles with short description | Articles with specifically marked weasel-worded phrases from August 2018 | Articles with unsourced statements from May 2008 | CS1: long volume value | CS1 Chinese-language sources (zh) | CS1 errors: ISBN date | CS1 uses Chinese-language script (zh) | Christianity in China | Christianization | Civil wars in China | Commons category link from Wikidata | Eight Banners | Genocides in Asia | Military articles needing translation from Chinese Wikipedia | Peasant revolts in Asia | Persecution of Buddhists | Rebellions in the Qing dynasty | Religion-based civil wars | Short description is different from Wikidata | Taiping Heavenly Kingdom | Taiping Rebellion | Use mdy dates from August 2024 | Wars involving France | Wars involving the Qing dynasty | Wars involving the United Kingdom | Wikipedia articles needing page number citations from April 2021 | Wikipedia articles needing page number citations from August 2018 | Wikipedia articles needing page number citations from August 2024 | Wikipedia articles needing reorganization from May 2024,List of battles by casualties | List of conflicts in Asia | List of non-international armed conflicts | List of wars and battles involving China | List of wars by death toll,List of battles by casualties | List of conflicts in Asia | List of non-international armed conflicts | List of wars and battles involving China | List of wars by death toll,Lists of battles,list_misc | war_conflict_based,1.0,recovery_mode=fallback_wikitext,generic_category_signal,removed_false_positive
battle_71339175,Little Rock campaign,Little Rock campaign,Little Rock campaign,https://en.wikipedia.org/wiki/Little_Rock_campaign,"August 1 – September 14, 1863 (1 month, 1 week and 6 days)",1863-08-01,1863-09-14,1863.0,19.0,1.0,the American Civil War,,Central Arkansas 34°43′19″N 92°12′05″W ﻿ / ﻿ 34.72194°N 92.20139°W ﻿ / 34.72194; -92.20139,Central Arkansas 34°43′19″N 92°12′05″W ﻿ / ﻿ 34.72194°N 92.20139°W ﻿ / 34.72194; -92.20139,,,,"[ 1 ] Union forces pushed into northern Arkansas in early 1862, and defeated the Confederates in the Battle of Pea Ridge in March.",Defeat,defeat,,,,,,,,,,,,,,,,,,,,,campaign_article,0.83,battle-like title | battle categories | campaign signals | war/conflict categories,battle-like title | battle categories | campaign signals | war/conflict categories,campaign_like_engagement,True,21760,Pages_using_gadget_WikiMiniAtlas | Articles_with_short_description | Short_description_is_different_from_Wikidata | Good_articles | Use_American_English_from_August_2023 | All_Wikipedia_articles_written_in_American_English | Use_mdy_dates_from_August_2023 | Coordinates_not_on_Wikidata | Commons_category_link_from_Wikidata | Advance_on_Little_Rock_(American_Civil_War) | 1863_in_Arkansas | 1863_in_the_American_Civil_War | Arkansas_in_the_American_Civil_War | August_1863 | Campaigns_of_the_Trans-Mississippi_theater_of_the_American_Civil_War | Central_Arkansas | Conflicts_in_1863 | Expeditions_of_the_American_Civil_War | Military_in_Arkansas | Military_operations_of_the_American_Civil_War_in_Arkansas | Military_units_and_formations_in_Arkansas | September_1863 | Strategic_operations_of_the_Union_army_in_the_American_Civil_War | Union_victories_of_the_American_Civil_War,List of orders of battle,List of orders of battle,Lists of battles,list_misc,0.6,,generic_category_signal,removed_false_positive
battle_554256,Paraguayan War,Paraguayan War,Paraguayan War,https://en.wikipedia.org/wiki/Paraguayan_War,13 November 1864Whigham 2002 – 1 March 1870 (1864 11 13),,1870-03-01,1864.0,19.0,0.75,Paraguayan War,,"South America; Paraguay, Brazil, and Argentina","South America; Paraguay, Brazil, and Argentina",,,,Allied victory Treaty of the Triple Alliance ended Loizaga–Cotegipe Treaty between Brazil and Paraguay Machaín-Irigoyen Treaty between Argentina and Paraguay Free navigation in the Platine region Allied occupation of Paraguay,Victory,victory,Empire of Brazil * Argentina ** Paraguay Paraguayan Legion * Uruguay (from 1865) ** Flag of Colorado Party (Uruguay).svg Colorado faction (1864–1865),"Paraguay * Uruguay Flag of the National Party (Uruguay).svg Uruguay (Blanco faction, 1864–1865)",,Empire of Brazil Emperor Pedro II * Empire of Brazil Duke of Caxias * Empire of Brazil Count of Eu * Empire of Brazil Marquess of Tamandaré * Empire of Brazil Viscount of Inhaúma * Empire of Brazil Marquess of Herval * Empire of Brazil Count of Porto Alegre * Empire of Brazil Polidoro Jordão * Argentina Bartolomé Mitre * Argentina Domingo F. Sarmiento * Argentina Juan Gelly y Obes * Argentina Wenceslao Paunero * Uruguay Venancio Flores * Uruguay Lorenzo Batlle y Grau * Uruguay Enrique Castro,Paraguay F. Solano López * Paraguay Domingo F. Sánchez * Paraguay José E. Díaz * Paraguay Ignacio Meza * Paraguay Elizardo Aquino * Paraguay Wenceslao Robles * Paraguay Vicente Barrios * Paraguay José M. Bruguez * Paraguay B. Caballero * Paraguay F. I. Resquín * Paraguay A. Estigarribia * Paraguay Pedro Duarte * Paraguay George Thompson * Flag of the National Party (Uruguay).svg Atanasio Aguirre,,"Empire of Brazil ~139,000Doratioto 2022 * Argentina ~30,000Doratioto 2022 * Uruguay 5,583Doratioto 2022 * Total: ~175,000","Paraguay 300,000 * Flag of the National Party (Uruguay).svg Unknown",,"Empire of Brazil 50,000 soldiers * 50,000 civilians * Argentina 18,000 soldiers * 13,000 civilians * Uruguay 10,000 * Total: Unknown, between 50,000–200,000","Paraguay Unknown, likely 175,000–300,000 soldiers and civilians * Flag of the National Party (Uruguay).svg Unknown","Total: 150,000–500,000 dead
...further details",5.0,175000.0,300000.0,300000.0,10000.0,200000.0,175000.0,300000.0,war_conflict_article,0.83,battle categories | war/conflict title | war/conflict categories,battle categories | war/conflict title | war/conflict categories | fallback wikitext extraction,war_conflict,True,72689,1860s conflicts | 1860s in Argentina | 1860s in Brazil | 1860s in Paraguay | 1860s in Uruguay | 1864 beginnings | 1864 in Argentina | 1864 in Brazil | 1864 in Paraguay | 1864 in Uruguay | 1870 endings | 1870 in Argentina | 1870 in Brazil | 1870 in Paraguay | 1870 in Uruguay | All articles with minor POV problems | All articles with specifically marked weasel-worded phrases | All articles with unsourced statements | Articles containing Guarani-language text | Articles containing Portuguese-language text | Articles containing Spanish-language text | Articles with minor POV problems from November 2024 | Articles with short description | Articles with specifically marked weasel-worded phrases from July 2023 | Articles with unsourced statements from August 2021 | Articles with unsourced statements from July 2013 | Articles with unsourced statements from November 2024 | Articles with unsourced statements from October 2021 | CS1 Czech-language sources (cs) | CS1 Italian-language sources (it) | CS1 Portuguese-language sources (pt) | CS1 Spanish-language sources (es) | Commons link is on Wikidata | Conflicts in 1870 | Francisco Solano López | Invasions by Argentina | Military history of Latin America | Military history of South America | Pages using multiple image with manual scaled images | Pages with missing ISBNs | Paraguayan War | Pedro II of Brazil | Short description matches Wikidata | Source attribution | Use dmy dates from October 2018 | Wars involving Argentina | Wars involving Brazil | Wars involving Paraguay | Wars involving Uruguay | Wikipedia articles needing page number citations from January 2012 | Wikipedia articles needing page number citations from July 2013 | Women in 19th-century warfare | Women in war in South America,List of conflicts in South America,List of conflicts in South America,Lists of battles,war_conflict_based,1.0,recovery_mode=fallback_wikitext,generic_category_signal,removed_false_positive
battle_3427130,Battle of Riachuelo,Battle of Riachuelo,Battle of Riachuelo,https://en.wikipedia.org/wiki/Battle_of_Riachuelo,11 June 1865,1865-06-11,1865-06-11,1865.0,19.0,1.0,the Paraguayan War,,"Riachuelo stream, Corrientes, Argentina","Riachuelo stream, Corrientes, Argentina",-27.56222222,-58.83916667,,Brazilian victory,Victory,victory,Paraguay,Empire of Brazil,,Naval Jack of Paraguay.svg Ignacio Meza,Empire of Brazil Francisco Barroso,,"Ships: * 2 corvettes * 6 steamboats * 7 barges *Total guns: 44
Forces on land: *22 cannons *2 congreve batteries",Ships: * 1 frigate * 4 corvettes * 4 gunboats *Total guns: 58,,750 casualties36 * 4 steamers sunk * 7 barges sunk,"247:36
104 killed
123 wounded
20 missing
1 corvette sunk",,2.0,44.0,1.0,58.0,4.0,750.0,1.0,247.0,battle_article,0.83,battle-like title | battle categories | war/conflict categories,battle-like title | battle categories | war/conflict categories | fallback wikitext extraction,naval_battle,True,11742,1865 in Brazil | Articles with short description | Commons category link is on Wikidata | Conflicts in 1865 | Coordinates on Wikidata | History of Corrientes Province | June 1865 | Maritime incidents in Argentina | Naval battles of the Paraguayan War | Pages using gadget WikiMiniAtlas | Pages using multiple image with manual scaled images | Pages with missing ISBNs | Riverine warfare | Short description is different from Wikidata,List of battles 1801–1900 | List of battles by casualties | List of naval battles,List of battles 1801–1900 | List of battles by casualties | List of naval battles,Lists of battles,battle_type_based | list_misc,1.0,recovery_mode=fallback_wikitext,generic_category_signal,removed_false_positive
battle_1015626,Battle of Ridgeway,Battle of Ridgeway,Battle of Ridgeway,https://en.wikipedia.org/wiki/Battle_of_Ridgeway,2 June 1866,1866-06-02,1866-06-02,1866.0,19.0,1.0,the Fenian Raids,,"Ridgeway, Canada West","Ridgeway, Canada West",42.90444444,-79.04166667,,Fenian victory,Victory,victory,Green harp flag of Ireland.svg Fenian Brotherhood,UK Province of Canada,,Brig. Gen. John O'Neill,Lt. Col. Alfred Booker,,600–700,850,,"2 killed in action
8 wounded","9 killed in action
37 wounded
22 died of wounds/disease",,600.0,700.0,850.0,850.0,2.0,8.0,9.0,37.0,battle_article,0.83,battle-like title | battle categories | war/conflict categories,battle-like title | battle categories | war/conflict categories | fallback wikitext extraction,raid,True,17060,1866 in Canada West | All articles needing additional references | All articles with unsourced statements | Articles needing additional references from May 2017 | Articles with short description | Articles with unsourced statements from August 2021 | Battles involving Canada | Commons category link from Wikidata | Conflicts in 1866 | Conflicts in Ontario | Coordinates on Wikidata | Fenian Raids | History of the Regional Municipality of Niagara | June 1866 | Pages using gadget WikiMiniAtlas | Queen's Own Rifles of Canada | Royal Hamilton Light Infantry (Wentworth Regiment) | Short description is different from Wikidata | Webarchive template wayback links,List of battles 1801–1900,List of battles 1801–1900,Lists of battles,list_misc,1.0,recovery_mode=fallback_wikitext,generic_category_signal,removed_false_positive
battle_18999978,Andaman Islands expedition,Andaman Islands expedition,Andaman Islands expedition,https://en.wikipedia.org/wiki/Andaman_Islands_expedition,21 March 1867,1867-03-21,1867-03-21,1867.0,19.0,1.0,,,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,campaign_article,0.83,battle-like title | battle categories | campaign signals | war/conflict categories,battle-like title | battle categories | campaign signals | war/conflict categories,campaign_like_engagement,False,6641,CS1_errors:_missing_periodical | Articles_with_short_description | Short_description_is_different_from_Wikidata | Use_dmy_dates_from_December_2021 | Exploration_of_South_Asia | Exploration_of_Southeast_Asia | History_of_the_Andaman_and_Nicobar_Islands | 1867_in_India | Conflicts_in_1867 | Battles_involving_British_India | History_of_the_Indian_Ocean | Expeditions_from_India | Military_history_of_the_Indian_Ocean,List of conflicts in Asia,List of conflicts in Asia,Lists of battles,war_conflict_based,0.2,,no_event_specific_fields,removed_false_positive
battle_5366611,Battle of Cedar Creek (1876),Battle of Cedar Creek,Battle of Cedar Creek (1876),https://en.wikipedia.org/wiki/Battle_of_Cedar_Creek_(1876),"October 21, 1876",1876-10-21,1876-10-21,1876,19,1.0,the Great Sioux War of 1876,,"Cedar Creek, Montana Territory","Cedar Creek, Montana Territory",47.51527778,-106.27805556,,United States tactical victory,Victory,tactical_victory,Sioux,"United States
Shoshone
Crow",,Sitting Bull,United States Nelson A. Miles,,~300,398,,"6 bodies recovered
unknown wounded","2 killed
2 wounded",,300,300,398,398,6,6,2,2,battle_article,0.83,battle-like title | battle categories,battle-like title | battle categories | fallback wikitext extraction,land_battle,True,9119,1876 in the United States | Articles with short description | Battles involving the Cheyenne | Battles involving the Sioux | Battles of the Great Sioux War of 1876 | Coordinates on Wikidata | Montana Territory | October 1876 | Pages using gadget WikiMiniAtlas | Short description matches Wikidata | Use mdy dates from June 2013 | Wikipedia articles needing reorganization from October 2014,List of battles 1801–1900,List of battles 1801–1900,Lists of battles,list_misc,1.0,recovery_mode=fallback_wikitext,generic_category_signal,removed_false_positive
battle_234176,War of the Pacific,War of the Pacific,War of the Pacific,https://en.wikipedia.org/wiki/War_of_the_Pacific,14 February 1879 – 20 October 1883 (1879 2 14),1879-02-14,1883-10-20,1879.0,19.0,1.0,War of the Pacific,,"Pacific coast of Peru and Bolivia. Coastal and mountainous regions of Peru, and the Atacama Desert.","Pacific coast of Peru and Bolivia. Coastal and mountainous regions of Peru, and the Atacama Desert.",,,,"Chilean victory: Chile and Peru sign a peace treaty in 1883, which leads to a civil war in Peru and a territorial dispute that would continue until 1929. Chile and Bolivia sign an armistice in 1884 and a peace treaty in 1904. The loss of territory sours bilateral relations between both states.",Disputed,disputed,"Bolivia Bolivia
Peru",Chile Chile,,Bolivia Hilarión Daza *Bolivia Pedro de Guerra *Bolivia Narciso Campero *Bolivia Eduardo Abaroa *Peru Mariano Prado *Peru Luis La Puerta *Peru Nicolás de Piérola *Peru Francisco Calderón *Peru Lizardo Flores *Peru Miguel Iglesias *Peru Andrés Cáceres *Peru Francisco Bolognesi *Peru Miguel Grau *Argentina Roque Peña,Chile Aníbal Pinto *Chile Domingo María *Chile Arturo Prat *Chile Manuel Baquedano *Chile Patricio Lynch *Chile Juan Rebolledo *Chile Erasmo Escala,,"Bolivia * In 1879 (prewar) * Bolivian Army: * 1,687 * Peru * Peruvian Army: * 5,557 * Peruvian Navy: * 4 ironclads * 7 wooden ships * 2 torpedo boats ---- * In 1880 * Peruvian Army: * 25,000 men * (Army of Lima) * Peruvian Navy: * 3 ironclads * 7 wooden ships * 2 torpedo boats","Chile * In 1879 (prewar) * Chilean Army: * 2,440 men * Chilean Navy: * 2 ironclads * 9 wooden ships * 4 torpedo boats ---- * In 1880 * Chilean Army: * 75,000 (Ante Lima) * 8,000 (Occupation Force) * 6,000 (Mainland) * Chilean Navy: * 3 ironclads * 8 wooden ships * 10 torpedo boats",,"Killed and wounded: * About 25,000 killed * Captured: * About 9,000","Killed: * 27,910–30,000 * Wounded: * 7,193–9,000",,2.0,25000.0,2.0,75000.0,9000.0,25000.0,7193.0,30000.0,war_conflict_article,0.83,battle categories | campaign signals | war/conflict title | war/conflict categories,battle categories | campaign signals | war/conflict title | war/conflict categories | fallback wikitext extraction,war_conflict,True,101626,1870s in Bolivia | 1870s in Chile | 1870s in Peru | 1879 in Bolivia | 1879 in Chile | 1879 in Peru | 1880 in Bolivia | 1880 in Chile | 1880 in Peru | 1880s in Bolivia | 1880s in Chile | 1880s in Peru | 1881 in Bolivia | 1881 in Chile | 1881 in Peru | 1882 in Bolivia | 1882 in Chile | 1882 in Peru | 1883 in Bolivia | 1883 in Chile | 1883 in Peru | 19th century in Bolivia | 19th century in Chile | 19th century in Peru | All articles needing additional references | All articles that may contain original research | Articles containing Quechua-language text | Articles containing Spanish-language text | Articles needing additional references from March 2017 | Articles that may contain original research from January 2016 | Articles with short description | Bolivia–Chile relations | Bolivia–Peru relations | CS1 Spanish-language sources (es) | CS1 errors: ISBN date | Chile–Peru relations | Commons category link is on Wikidata | Conflicts in 1879 | Conflicts in 1880 | Conflicts in 1881 | Conflicts in 1882 | Conflicts in 1883 | History of South America | Military campaigns | Military history of the Pacific Ocean | Pages using multiple image with auto scaled images | Pages using multiple image with manual scaled images | Short description is different from Wikidata | Territorial disputes of Bolivia | Territorial disputes of Chile | Territorial disputes of Peru | Territorial evolution of Bolivia | Territorial evolution of Peru | Use dmy dates from August 2024 | War of the Pacific | Wars involving Bolivia | Wars involving Chile | Wars involving Peru | Webarchive template wayback links | Wikisource templates with missing id,List of battles 1801–1900 | List of battles by casualties | List of battles by geographic location | List of conflicts in South America | List of naval battles | List of orders of battle | List of sieges,List of battles 1801–1900 | List of battles by casualties | List of battles by geographic location | List of conflicts in South America | List of naval battles | List of orders of battle | List of sieges,Lists of battles,battle_type_based | list_misc | war_conflict_based,1.0,recovery_mode=fallback_wikitext,generic_category_signal,removed_false_positive
battle_301266,People's war,People's war,People's war,https://en.wikipedia.org/wiki/People%27s_war,1893–1976,1893-04-01,1976-04-01,1893,19,1.0,,,,,,,,"First developed by the Chinese communist revolutionary leader Mao Zedong (1893–1976), the basic concept behind people's war is to maintain the support of the population and draw the enemy deep into the countryside (stretching their supply lines) where the population will bleed them dry through guerrilla warfare and eventually build up to mobile warfare.",Draw,draw,,,,,,,,,,,,,,,,,,,,,war_conflict_article,0.83,war/conflict title | war/conflict categories | biography categories,war/conflict title | war/conflict categories | biography categories | fallback wikitext extraction,war_conflict,True,9362,All articles needing additional references | All articles with unsourced statements | Articles containing Chinese-language text | Articles needing additional references from July 2023 | Articles with short description | Articles with unsourced statements from September 2025 | Cold War history of China | Guerrilla warfare | Ideology of the Chinese Communist Party | Maoism | Maoist terminology | Military history of the People's Republic of China | Military strategy | Revolution terminology | Short description matches Wikidata | Use mdy dates from January 2019 | Wars by type,Category:Wars by type,Category:Wars by type,Lists of battles,category_based,0.6,recovery_mode=fallback_wikitext,generic_category_signal,removed_false_positive
